t_ms,Flex1,Flex2,Flex3,Flex4,Flex5,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pitch,Roll
126946,-1,4,0,-2,0,565,21,8180,-47,-34,-5,-3951,147
126968,-1,2,-1,4,2,572,2,8106,-47,-35,-6,-4036,14
126980,1,-5,0,-2,0,519,19,8231,-45,-32,-7,-3607,132
126991,4,0,-5,-6,0,469,52,8212,-48,-31,-9,-3268,362
127013,4,4,2,-2,-1,531,4,8140,-45,-31,-7,-3732,28
127025,-1,4,4,4,1,459,-52,8185,-48,-31,-11,-3209,-364
127036,-1,-3,-5,2,4,493,59,8233,-46,-30,-9,-3426,410
127058,2,5,4,8,2,562,50,8140,-47,-30,-8,-3949,351
127070,-5,8,1,-1,6,555,14,8195,-45,-32,-8,-3874,97
127102,8,5,1,2,-1,560,-38,8298,-48,-29,-10,-3860,-262
127114,-3,1,2,5,2,493,31,8082,-46,-31,-8,-3490,219
127126,-4,-3,-2,-1,4,452,-4,8243,-47,-30,-7,-3138,-27
127147,-3,-1,1,0,1,454,-23,8207,-48,-30,-7,-3166,-160
127159,1,2,-3,4,-3,476,26,8195,-49,-34,-10,-3324,181
127171,-2,9,1,2,2,481,-4,8116,-47,-32,-3,-3391,-28
127192,1,7,0,-3,4,488,-4,8200,-48,-31,-4,-3405,-27
127204,3,0,2,1,5,457,-11,8106,-50,-30,-8,-3226,-77
127216,0,8,1,0,-2,512,50,8202,-45,-33,-7,-3571,349
127237,4,1,5,4,3,529,-52,8312,-46,-29,-6,-3641,-358
127249,6,1,-1,6,4,478,21,8130,-44,-33,-4,-3364,147
127261,4,-1,-5,2,1,744,76,8123,-46,-34,-5,-5232,536
127282,1,6,3,0,3,500,52,8257,-43,-33,-4,-3465,360
127294,-9,-2,-7,4,-1,512,45,8173,-46,-36,-6,-3584,315
127306,5,-2,3,-4,1,567,50,8221,-45,-35,-7,-3945,348
127327,-2,-1,1,3,-1,569,0,8161,-47,-32,-8,-3988,0
127339,-1,2,-3,0,1,512,-31,8228,-45,-34,-5,-3560,-215
127351,-1,-5,2,2,2,500,35,8161,-44,-31,-5,-3505,245
127372,4,-2,6,2,1,486,-31,8221,-45,-29,-7,-3383,-216
127384,5,1,0,-1,-2,490,-23,8176,-47,-31,-7,-3429,-161
127417,8,1,2,-1,2,533,11,8255,-45,-31,-6,-3694,76
127429,2,2,5,0,-1,495,74,8271,-45,-33,-2,-3424,512
127441,-1,-2,-2,2,3,500,79,8092,-45,-33,-9,-3535,559
127462,-1,-1,-1,3,2,560,100,8113,-46,-33,-6,-3948,706
127474,4,4,1,3,-3,519,31,8159,-48,-31,-9,-3639,217
127486,-3,4,1,-3,2,538,14,8192,-48,-30,-6,-3757,97
127507,3,6,3,6,-3,483,-11,8101,-48,-33,-8,-3412,-77
127519,3,3,4,-1,1,574,-28,8161,-46,-31,-5,-4023,-196
127531,4,1,3,4,4,488,-33,8185,-50,-33,-11,-3411,-231
127552,-2,2,8,6,2,512,52,8169,-48,-32,-8,-3586,364
127564,2,8,-4,1,8,536,-7,8212,-46,-33,-9,-3734,-48
127576,-1,-3,-9,1,-2,497,4,8161,-47,-30,-6,-3484,28
127597,2,1,0,-5,4,502,-47,8248,-47,-32,-9,-3482,-326
127609,1,-1,-1,-2,2,560,-19,8178,-47,-28,-7,-3917,-133
127621,2,-1,-2,4,0,541,28,8257,-48,-32,-5,-3748,194
127642,-5,-2,-4,-1,8,529,14,8159,-46,-32,-9,-3709,98
127654,-1,2,-1,8,4,493,21,8192,-48,-32,-9,-3443,146
127666,-4,4,-3,2,-1,524,38,8101,-46,-32,-4,-3700,268
127732,5,4,2,3,0,543,57,8073,-49,-32,-6,-3847,404
127744,4,0,6,0,2,526,55,8137,-47,-31,-7,-3698,387
127756,2,-1,-3,-1,0,493,11,8262,-45,-31,-9,-3414,76
127777,8,2,0,-2,-1,509,-19,8212,-50,-32,-11,-3546,-132
127789,-2,-3,8,-3,0,526,45,8279,-48,-32,-8,-3635,311
127801,-2,0,6,2,-3,476,31,8171,-45,-32,-6,-3333,217
127822,2,8,0,0,0,493,-14,8161,-45,-32,-9,-3456,-98
127834,-5,-5,-9,0,2,478,0,8238,-44,-32,-7,-3320,0
127846,-2,0,-1,-1,-2,519,-19,8209,-48,-34,-8,-3617,-132
127867,3,1,2,-1,5,445,-11,8197,-44,-30,-7,-3107,-76
127879,3,-1,2,1,2,548,-4,8185,-47,-31,-5,-3830,-28
127891,-1,-2,3,-3,0,521,-31,8202,-46,-33,-7,-3634,-216
127912,-1,3,-1,2,-1,529,-7,8140,-44,-28,-7,-3718,-49
127924,9,1,-3,-2,4,514,-52,8219,-47,-33,-8,-3578,-362
127936,-1,-5,0,-1,-1,526,-28,8209,-47,-29,-6,-3666,-195
127957,3,3,0,5,2,550,7,8188,-45,-33,-5,-3842,48
127969,2,3,3,-1,1,462,26,8111,-43,-33,-7,-3260,183
127981,1,3,6,5,0,514,-50,8147,-45,-32,-6,-3609,-351
128002,0,1,4,1,2,541,9,8173,-48,-33,-5,-3787,63
128014,8,-1,4,-3,3,450,-21,8173,-46,-31,-7,-3151,-147
128026,0,3,0,-1,-5,466,-33,8243,-50,-34,-9,-3235,-229
128047,-1,-1,5,3,2,440,-33,8173,-47,-30,-4,-3081,-231
128059,-1,-2,-3,-5,-1,524,-16,8164,-43,-29,-5,-3672,-112
128071,-3,-4,-2,2,4,486,-11,8123,-46,-35,-4,-3423,-77
128092,0,8,5,-4,-2,526,-28,8226,-44,-33,-4,-3658,-195
128104,3,-1,-1,0,1,471,-33,8216,-48,-32,-2,-3280,-230
128116,-1,-3,5,4,-5,543,47,8250,-48,-28,-3,-3765,326
128137,3,3,0,-6,0,514,-38,8221,-44,-32,-4,-3577,-264
128149,8,0,-2,4,5,342,153,8391,-55,-32,-4,-2333,1044
128161,3,5,-1,3,0,428,59,8434,-43,-32,-8,-2905,400
128182,3,-1,-1,-4,2,481,59,8068,-47,-36,-7,-3411,418
128194,4,1,-3,-2,-1,428,100,8305,-45,-36,-10,-2949,689
128206,2,1,3,-1,2,715,2,8140,-46,-29,-7,-5019,14
128227,4,4,1,5,-3,543,124,8221,-47,-35,-9,-3778,864
128239,-2,1,1,-2,1,545,45,8274,-47,-34,-6,-3768,311
128251,0,-3,2,8,-1,509,81,8200,-48,-28,-10,-3551,565
128272,5,-1,6,0,1,529,9,8176,-48,-33,-6,-3701,63
128284,3,-3,1,5,0,462,-35,8197,-49,-34,-7,-3225,-244
128296,-1,2,3,1,1,462,14,8259,-47,-34,-9,-3201,97
128317,3,-1,-1,0,-2,493,-7,8133,-46,-31,-6,-3468,-49
128329,4,2,5,0,2,557,14,8090,-45,-31,-10,-3938,99
128341,4,0,-3,-1,1,481,-9,8240,-45,-33,-10,-3340,-62
128362,-1,-1,6,8,2,512,11,8259,-45,-31,-8,-3547,76
128374,4,2,0,-1,-2,497,-40,8142,-45,-32,-8,-3493,-281
128386,3,2,1,0,5,507,-23,8192,-47,-31,-8,-3541,-160
128407,2,1,-3,-5,-5,474,-4,8226,-48,-32,-8,-3297,-27
128419,4,-2,4,0,4,418,23,8178,-48,-35,-5,-2925,161
128431,-2,-3,3,-1,0,500,62,8226,-47,-32,-9,-3478,431
128452,0,0,4,-4,4,512,23,8252,-46,-32,-5,-3550,159
128464,-2,-1,0,-1,-5,541,55,8195,-51,-33,-6,-3776,384
128476,3,4,4,0,-3,526,-16,8185,-46,-30,-8,-3676,-112
128497,1,-4,-2,-3,4,524,11,8245,-44,-35,-7,-3636,76
128509,2,-4,0,2,1,469,21,8173,-45,-32,-6,-3284,147
128521,-1,4,4,2,-2,490,-2,8140,-45,-34,-7,-3444,-14
128542,-2,-2,-1,1,-1,486,-33,8130,-48,-34,-6,-3420,-232
128554,-3,0,-3,-1,2,529,-19,8169,-46,-30,-7,-3705,-133
128566,-1,-2,-2,-1,2,486,-110,8202,-45,-36,-8,-3390,-768
128587,-6,0,4,-1,-6,531,35,8173,-48,-32,-5,-3717,245
128599,2,3,-1,3,-2,507,33,8185,-43,-33,-5,-3544,231
128632,-1,2,-2,-3,-1,572,86,8293,-49,-29,-2,-3945,594
128644,-1,-1,6,-1,8,476,21,8209,-45,-35,-8,-3318,146
128656,2,1,2,-4,0,512,0,8118,-48,-32,-8,-3608,0
128677,-1,2,1,-1,-1,519,-38,8169,-46,-33,-6,-3635,-266
128689,4,5,8,4,3,541,50,8255,-45,-29,-6,-3749,347
128701,6,3,2,2,-3,483,74,8137,-48,-34,-9,-3396,521
128722,3,2,3,2,4,517,11,8157,-48,-30,-14,-3626,77
128734,-5,-1,-1,0,0,545,79,8322,-48,-30,-8,-3746,543
128746,0,-6,2,3,-2,497,81,8204,-46,-34,-7,-3466,565
128767,-2,-1,-3,5,-4,469,-2,8123,-46,-28,-12,-3304,-14
128813,-5,8,8,0,-5,459,-79,8166,-48,-31,-10,-3216,-554
128825,3,-1,1,2,0,538,-35,8226,-46,-32,-10,-3741,-243
128836,-1,-3,-1,-5,1,497,-14,8233,-45,-33,-8,-3454,-97
128858,2,-3,0,2,2,490,-33,8178,-47,-28,-6,-3428,-231
128869,-1,5,-1,0,0,442,4,8200,-47,-36,-7,-3085,27
128881,-1,6,3,1,-1,533,21,8149,-49,-31,-1,-3742,147
128903,3,4,0,-1,4,579,-4,8128,-48,-33,-5,-4074,-28
128915,5,1,1,2,2,627,31,8178,-47,-30,-9,-4384,217
128926,6,-3,-2,-2,2,653,16,8243,-47,-33,-9,-4529,111
128948,3,8,-3,-1,-2,541,57,8178,-51,-32,-10,-3784,399
128959,0,-5,2,2,5,430,28,8130,-47,-32,-11,-3027,197
128971,0,5,0,0,2,469,90,8209,-48,-31,-11,-3269,628
128993,3,2,1,8,6,380,-19,8231,-47,-33,-6,-2643,-132
129005,4,3,2,0,-2,399,-59,8226,-48,-32,-5,-2776,-410
129016,1,-1,3,-1,-3,457,-7,8173,-47,-33,-6,-3200,-49
129038,2,2,-1,4,-2,469,7,8185,-47,-34,-5,-3279,49
129049,0,1,-1,2,-3,545,-21,8123,-45,-33,-2,-3838,-148
129061,2,-2,0,3,1,591,23,8104,-45,-34,-8,-4171,162
129083,1,2,-1,-1,0,584,-4,8252,-49,-29,-8,-4048,-27
129128,0,-5,1,10,4,598,-26,8171,-46,-32,-7,-4185,-182
129139,-1,4,-3,-3,-1,505,38,8140,-46,-31,-10,-3550,267
129172,-3,-2,1,-1,0,567,57,8190,-46,-33,-7,-3960,398
129184,2,6,-1,4,2,476,-4,8240,-45,-33,-4,-3306,-27
129196,-5,4,-3,4,-1,497,28,8250,-45,-35,-9,-3447,194
129217,8,-1,4,2,1,438,4,8212,-46,-29,-8,-3053,27
129229,3,0,0,0,5,435,0,8204,-47,-33,-8,-3035,0
129241,-1,-1,1,-1,0,483,-40,8169,-49,-28,-6,-3383,-280
129262,2,-2,-1,8,6,373,-110,8236,-45,-32,-5,-2592,-765
129274,0,3,1,-1,2,440,-33,8274,-46,-30,-8,-3044,-228
129286,5,2,0,0,3,426,-19,8212,-46,-34,-1,-2969,-132
129307,-5,-9,-1,10,6,488,-7,8231,-47,-31,-4,-3392,-48
129319,-1,3,2,-1,-3,610,26,8183,-45,-33,-7,-4263,182
129331,-5,-2,1,-1,1,608,-23,8243,-45,-33,-7,-4218,-159
129352,5,-1,-1,3,8,586,33,8152,-47,-31,-3,-4111,231
129364,8,3,-1,-9,3,553,-67,8192,-46,-32,-8,-3861,-468
129376,1,3,-2,-2,4,517,28,8133,-47,-35,-5,-3637,197
129442,-3,1,5,3,1,476,-11,8161,-46,-33,-5,-3338,-77
129454,4,-1,7,-2,-9,459,11,8140,-45,-33,-8,-3227,77
129466,1,2,-2,3,4,584,-14,8236,-45,-32,-9,-4055,-97
129487,2,1,1,-1,0,483,-33,8343,-47,-32,-9,-3313,-226
129499,0,3,-1,22,1,588,33,8259,-42,-29,-6,-4072,228
129511,1,6,-1,2,1,584,40,8137,-45,-29,-10,-4105,281
129532,-4,1,3,8,-1,476,4,8180,-48,-30,-8,-3330,28
129544,-1,0,2,1,0,536,40,8157,-42,-32,-7,-3759,280
129556,-1,0,1,-1,-1,560,14,8154,-47,-31,-10,-3928,98
129577,4,2,-3,-3,-2,486,-59,8166,-46,-33,-12,-3405,-413
129589,1,0,-2,2,2,474,-105,8262,-44,-30,-9,-3283,-728
129601,4,-3,3,-1,3,529,-4,8250,-50,-31,-6,-3668,-27
129622,3,3,-1,2,-1,433,-55,8267,-46,-33,-7,-2998,-381
129634,0,1,-1,6,3,421,-47,8171,-47,-34,-9,-2949,-329
129646,2,-1,-1,-3,-1,509,-38,8209,-47,-34,-9,-3548,-265
129667,1,5,0,-5,-1,471,-7,8159,-46,-35,-3,-3303,-49
129679,2,0,-1,1,4,505,-47,8180,-45,-31,-7,-3532,-329
129691,1,-1,5,1,-3,497,-21,8202,-46,-34,-4,-3467,-146
129712,1,-2,1,4,-1,512,4,8221,-49,-34,-4,-3563,27
129758,9,3,2,-1,8,512,-9,8161,-43,-33,-2,-3589,-63
129803,0,3,-2,2,-1,529,69,8195,-44,-31,-9,-3693,482
129815,8,-1,2,4,-3,531,16,8238,-48,-32,-7,-3688,111
129826,-5,4,3,-2,2,536,31,8204,-49,-31,-11,-3738,216
129848,-3,-2,1,2,4,481,-64,8111,-49,-35,-6,-3393,-452
129859,-1,0,0,4,-5,454,-33,8188,-46,-29,-3,-3173,-230
129871,-2,8,-1,-4,2,483,-2,8183,-47,-31,-5,-3377,-14
129893,4,4,-9,-4,6,502,-21,8171,-47,-30,-7,-3515,-147
129904,1,-3,3,4,4,481,-35,8166,-49,-30,-3,-3370,-245
129916,4,0,-1,6,-1,280,-378,8233,-52,-29,-2,-1945,-2628
129938,1,-1,-3,6,-2,110,-371,7960,-38,-41,9,-790,-2668
129949,2,2,-1,2,4,701,-562,10989,-81,-49,1,-3645,-2927
129961,1,1,4,-2,8,215,948,9138,-36,-32,0,-1340,5922
129983,4,2,-2,-1,-1,507,263,8264,-22,-41,-4,-3508,1822
129994,1,4,1,-1,6,351,-98,7996,-35,-32,-7,-2513,-702
130006,5,3,2,0,5,782,435,8049,-38,-39,-5,-5541,3093
130028,8,-1,2,6,0,617,651,8350,-42,-35,-14,-4213,4457
130039,0,6,-1,1,2,486,90,8360,-50,-33,-12,-3326,616
130051,-1,4,4,3,1,612,186,8346,-46,-29,-17,-4192,1276
130073,5,10,3,1,10,620,-7,8281,-45,-30,-9,-4281,-48
130084,-2,8,8,4,-1,639,33,8195,-46,-32,-11,-4458,230
130096,0,1,1,-2,0,481,-143,8082,-48,-31,-7,-3405,-1013
130118,5,-5,4,-4,0,509,-138,8209,-47,-34,-6,-3547,-963
130129,-3,-1,4,6,2,562,-43,8192,-46,-32,-7,-3924,-300
130141,0,-1,0,4,-1,545,-28,8147,-44,-34,-4,-3827,-196
130163,-2,1,3,-1,3,526,14,8176,-48,-31,-4,-3681,98
130175,3,11,0,2,0,474,9,8164,-50,-33,-8,-3322,63
130186,7,6,0,1,-4,421,9,8291,-46,-30,-8,-2906,62
130208,5,1,1,1,0,478,-16,8176,-44,-31,-9,-3345,-112
130219,2,-1,4,-3,0,402,11,8178,-49,-33,-10,-2814,77
130231,3,-1,2,2,4,433,11,8259,-49,-32,-4,-3001,76
130253,1,4,5,5,6,486,-4,8118,-46,-32,-7,-3426,-28
130265,0,1,-3,2,4,464,-9,8226,-44,-30,-9,-3228,-62
130276,3,1,-4,-3,-1,469,-23,8137,-48,-29,-5,-3298,-161
130298,4,-1,3,1,4,603,-33,8130,-49,-31,-5,-4241,-232
130309,3,2,2,-1,-9,615,2,8152,-45,-32,-6,-4314,14
130321,-2,3,1,-1,2,600,16,8221,-48,-29,-5,-4174,111
130343,-9,4,8,4,4,565,14,8157,-51,-32,-10,-3962,98
130355,2,4,-2,-1,-1,447,26,8157,-49,-29,-8,-3136,182
130366,4,0,5,-1,-4,562,26,8281,-44,-33,-7,-3882,179
130388,3,8,6,1,-1,517,88,8255,-49,-31,-7,-3583,610
130399,-1,1,-1,-2,8,572,79,8130,-46,-31,-7,-4024,556
130411,-1,0,0,4,4,521,16,8295,-46,-31,-11,-3593,110
130433,4,-2,2,0,4,507,33,8202,-49,-32,-6,-3537,230
130444,0,4,0,-1,2,488,-2,8243,-46,-29,-8,-3388,-13
130456,1,-1,1,2,0,442,14,8216,-49,-33,-9,-3079,97
130478,1,-5,2,8,4,471,-28,8257,-46,-33,-10,-3264,-194
130489,1,4,-2,-3,-1,512,-43,8169,-47,-29,-8,-3586,-301
130501,-1,4,-1,-1,8,533,26,8169,-47,-34,-6,-3733,182
130523,6,6,4,3,3,476,-47,8204,-47,-35,-11,-3320,-328
130534,6,-1,-1,3,5,514,-40,8130,-45,-29,-9,-3617,-281
130546,6,0,5,-2,2,550,9,8176,-48,-33,-9,-3848,63
130568,8,0,-1,-1,3,478,-45,8214,-47,-31,-8,-3330,-313
130579,-1,2,3,-1,-5,538,-76,8212,-44,-34,-6,-3748,-530
130591,6,-3,2,-2,0,476,28,8118,-49,-34,-6,-3355,197
130613,5,6,3,1,5,488,-4,8231,-47,-31,-6,-3392,-27
130624,2,2,-2,1,2,502,-33,8236,-44,-27,-8,-3487,-229
130636,-3,4,-2,3,0,519,19,8264,-44,-34,-11,-3593,131
130658,5,6,4,-2,4,555,38,8171,-50,-34,-10,-3885,266
130669,1,4,4,2,4,517,-9,8118,-48,-31,-8,-3643,-63
130681,8,8,-1,6,4,440,23,8190,-47,-30,-12,-3075,160
130703,2,2,5,4,0,462,-28,8202,-46,-31,-8,-3223,-195
130714,4,3,0,4,8,512,14,8109,-47,-32,-8,-3612,98
130726,-1,4,8,0,3,519,35,8183,-48,-34,-6,-3629,245
130748,4,-2,0,-5,-9,541,-79,8224,-48,-31,-5,-3763,-550
130759,-1,1,1,1,4,524,35,8291,-45,-34,-7,-3616,241
130771,1,-1,-1,-1,-1,548,-71,8226,-45,-34,-10,-3811,-494
130793,3,8,0,7,-1,543,-28,8152,-45,-30,-8,-3810,-196
130804,0,2,7,2,2,519,-35,8157,-47,-30,-8,-3640,-245
130838,-1,3,2,2,2,550,2,8226,-46,-33,-9,-3825,13
130849,2,4,5,5,3,512,4,8200,-44,-32,-12,-3572,27
130861,3,1,4,6,-2,476,-64,8195,-45,-32,-12,-3324,-447
130883,0,6,4,5,1,447,-50,8226,-44,-31,-5,-3110,-348
130894,-4,4,3,-7,4,390,-31,8207,-45,-31,-8,-2720,-216
130906,1,-1,2,0,5,447,-21,8180,-46,-29,-5,-3127,-147
130928,-9,1,5,3,-3,521,2,8200,-43,-32,-3,-3635,13
130939,-3,-1,4,1,-3,565,57,8226,-47,-36,-4,-3929,397
130951,2,2,3,5,-1,507,33,8161,-49,-29,-10,-3554,231
131062,4,4,7,4,4,497,-107,8238,-44,-32,-7,-3452,-744
131074,-1,-4,2,1,1,469,-28,8195,-48,-30,-2,-3275,-195
131086,1,4,1,-1,2,536,-40,8221,-43,-35,-3,-3730,-278
131107,-3,5,0,-3,-2,474,-14,8190,-48,-32,-3,-3312,-97
131119,-1,6,1,1,-1,553,47,8267,-45,-33,-4,-3826,325
131131,-3,0,0,2,-1,416,-11,8212,-48,-33,-5,-2899,-76
131152,-1,8,8,6,-1,442,-4,8212,-47,-31,-1,-3080,-27
131164,1,0,8,0,-3,486,-23,8231,-47,-35,-2,-3379,-160
131176,6,3,8,3,4,418,-31,8161,-45,-30,-1,-2932,-217
131197,8,8,5,-1,2,531,-31,8152,-45,-35,-1,-3726,-217
131209,0,5,-1,4,2,507,-4,8092,-44,-33,-2,-3585,-28
131221,-3,6,3,0,2,294,148,8829,-49,-32,-3,-1906,960
131242,8,6,3,4,-1,627,-138,8212,-41,-27,-5,-4365,-962
131254,2,-1,8,4,3,423,50,7996,-44,-33,-5,-3028,358
131266,4,3,4,4,4,500,126,8030,-46,-31,-9,-3562,898
131287,0,6,3,2,-1,426,47,8166,-49,-30,-9,-2986,329
131299,3,3,4,3,-1,488,-57,8262,-46,-34,-11,-3380,-395
131311,0,5,-5,2,-1,179,-81,9062,-45,-38,-1,-1131,-512
131332,1,4,2,1,6,756,-71,8058,-45,-30,-4,-5359,-504
131344,4,0,3,1,-1,442,-14,8360,-50,-32,-3,-3026,-95
131355,-1,0,6,2,1,610,86,8066,-44,-30,-9,-4324,610
131377,-1,6,-2,2,-4,624,98,8152,-47,-31,-9,-4376,688
131389,4,2,-1,-2,1,541,-28,8140,-46,-30,-13,-3802,-197
131401,4,1,6,0,3,565,88,8149,-50,-30,-4,-3965,618
131422,-5,2,5,1,-1,517,59,8269,-43,-33,-9,-3577,408
131434,1,6,7,3,0,560,86,8195,-49,-32,-10,-3908,601
131445,4,2,2,0,-1,545,9,8233,-47,-31,-9,-3787,62
131467,-1,3,4,-1,5,581,19,8056,-48,-30,-7,-4125,135
131479,3,2,1,1,3,509,74,8101,-46,-29,-11,-3595,523
131490,5,-3,6,2,-1,435,-11,8209,-45,-34,-12,-3033,-76
131512,4,8,8,-1,3,512,-31,8097,-48,-30,-7,-3618,-219
131524,2,4,1,3,1,550,-35,8197,-47,-31,-14,-3838,-244
131535,4,3,1,-1,-1,521,-26,8135,-43,-31,-9,-3664,-183
131557,2,2,1,1,-1,560,-38,8130,-49,-28,-8,-3940,-267
131569,0,3,-2,2,2,572,-129,8192,-47,-33,-14,-3993,-902
131580,0,4,4,1,-3,533,-50,8152,-47,-31,-6,-3740,-351
131602,8,4,2,3,4,514,-112,8097,-46,-34,-5,-3631,-792
131614,-5,0,2,-7,8,481,-38,8305,-47,-34,-2,-3314,-262
131626,5,-1,0,-1,-1,502,64,8195,-43,-34,-5,-3505,447
131647,4,3,4,-1,-1,529,-28,8236,-45,-33,-5,-3675,-194
131659,2,3,7,0,3,497,-59,8228,-48,-31,-3,-3456,-410
131670,-1,-3,0,7,3,519,-9,8087,-45,-30,-9,-3672,-63
131692,6,10,8,6,-1,452,33,8233,-48,-29,-8,-3142,229
131704,4,2,8,-1,1,512,45,8212,-48,-31,-9,-3567,313
131716,2,-1,-1,-9,4,497,0,8157,-45,-30,-9,-3486,0
131737,2,0,8,3,-1,474,43,8204,-44,-33,-6,-3306,300
131749,0,2,8,4,-1,514,-40,8269,-47,-32,-6,-3556,-277
131760,-1,0,2,3,-1,466,-52,8094,-48,-32,-12,-3295,-368
131782,-12,4,4,-1,-3,495,-28,8054,-47,-31,-6,-3516,-199
131794,-3,2,0,10,2,524,9,8169,-47,-34,-7,-3670,63
131805,0,6,-1,-1,2,533,0,8293,-46,-34,-5,-3677,0
131827,7,2,8,2,7,617,-9,8176,-47,-33,-5,-4315,-63
131839,3,-3,1,3,9,612,16,8259,-46,-34,-7,-4237,110
131850,-5,1,8,2,3,581,11,8190,-46,-29,-10,-4057,76
131872,0,8,0,3,2,517,-9,8190,-49,-30,-7,-3612,-62
131884,4,4,4,8,2,464,-19,8219,-49,-32,-5,-3231,-132
131896,1,3,3,-1,1,543,-4,8233,-44,-30,-6,-3773,-27
131917,4,8,1,2,0,469,-122,8183,-47,-32,-6,-3279,-854
131929,9,4,3,6,4,531,-19,8075,-46,-31,-7,-3762,-134
131940,1,1,-2,1,2,471,-38,8319,-46,-31,-4,-3240,-261
131963,0,4,1,-2,9,543,-11,8113,-46,-32,-3,-3829,-77
131975,3,4,-1,-1,-3,521,33,8257,-47,-31,-8,-3610,228
131986,5,-2,4,5,4,509,45,8142,-47,-32,-8,-3577,316
132007,6,3,4,4,3,519,16,8281,-45,-27,-9,-3586,110
132019,3,-2,0,5,-3,500,-23,8173,-45,-29,-5,-3500,-161
132031,-3,-1,-2,2,-1,495,-64,8293,-47,-30,-5,-3415,-442
132053,8,-3,0,1,7,466,38,8154,-44,-32,-6,-3270,267
132097,2,0,0,8,5,529,26,8262,-47,-32,-6,-3663,180
132143,6,1,3,6,2,500,-26,8204,-46,-31,-8,-3487,-181
132155,4,4,-1,2,5,517,-50,8149,-48,-33,-6,-3630,-351
132166,2,0,4,4,-1,541,7,8169,-49,-35,-2,-3788,49
132187,8,5,4,1,-5,533,38,8214,-45,-32,-6,-3712,265
132199,6,2,4,4,2,500,33,8171,-44,-33,-6,-3501,231
132211,2,-1,2,1,-1,521,-11,8228,-44,-30,-5,-3623,-76
132233,-3,-2,0,-3,-3,440,16,8295,-47,-33,-8,-3036,110
132244,0,-3,2,4,18,531,40,8164,-49,-34,-4,-3721,280
132256,-1,-1,-3,3,-2,447,-23,8219,-46,-32,-6,-3113,-160
132277,-1,2,-5,1,-3,466,-47,8152,-45,-32,-2,-3271,-330
132289,2,3,2,2,-1,476,-21,8245,-45,-32,-3,-3304,-145
132301,7,-1,1,4,0,469,-79,8202,-50,-30,-2,-3272,-551
