t_ms,Flex1,Flex2,Flex3,Flex4,Flex5,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pitch,Roll
132322,8,4,2,10,0,502,-28,8228,-45,-33,0,-3491,-194
132334,-3,-4,3,4,4,486,-55,8145,-45,-34,0,-3414,-386
132346,8,6,2,8,-5,1493,754,8111,-44,-29,-8,-10385,5310
132367,0,2,0,-1,2,296,2,8003,-50,-35,-4,-2118,14
132379,2,6,-3,-1,-5,529,-38,8075,-54,-36,-5,-3748,-269
132391,-2,-1,-2,0,-1,586,102,8458,-46,-28,-5,-3963,690
132412,-1,1,4,-1,2,663,81,8197,-46,-30,-8,-4623,566
132424,-3,4,0,0,6,665,74,8140,-48,-33,-4,-4670,520
132436,-1,1,5,-5,2,502,131,8116,-45,-32,-11,-3538,924
132458,-1,2,0,1,1,531,74,8248,-46,-31,-9,-3683,514
132469,2,4,2,-1,5,569,143,8180,-46,-33,-9,-3978,1001
132481,1,5,-1,3,-1,545,-9,8315,-48,-29,-8,-3750,-62
132502,6,2,2,1,-5,497,-23,8226,-49,-27,-8,-3457,-160
132514,5,2,2,4,5,466,-93,8147,-51,-30,-11,-3273,-654
132526,1,4,-1,1,6,493,-26,8166,-49,-30,-8,-3454,-182
132548,0,5,8,1,0,452,-23,8176,-47,-31,-5,-3164,-161
132559,2,-2,4,4,8,486,-16,8145,-45,-36,-6,-3414,-112
132592,6,-1,6,-1,0,497,0,8128,-47,-31,-12,-3499,0
132604,-1,4,-1,0,4,497,7,8173,-49,-35,-7,-3479,49
132637,2,2,-1,0,5,486,57,8161,-47,-31,-6,-3407,400
132649,1,5,5,5,5,584,9,8183,-49,-36,-6,-4082,63
132661,-2,4,-5,2,2,507,23,8197,-44,-29,-6,-3539,160
132682,10,2,1,-5,1,555,64,8248,-49,-33,-9,-3849,444
132694,4,4,4,7,-1,483,-11,8159,-41,-32,-8,-3387,-77
132706,3,7,3,1,1,521,67,8068,-50,-30,-13,-3694,475
132727,2,4,0,-1,-1,464,0,8271,-47,-33,-8,-3210,0
132739,1,4,1,0,-3,548,-43,8135,-48,-31,-4,-3853,-302
132751,5,5,1,1,6,507,19,8185,-47,-31,-7,-3544,133
132772,-1,-2,5,-1,-1,574,-31,8295,-47,-31,-3,-3958,-214
132784,8,-3,4,-2,5,548,-50,8178,-48,-32,-4,-3833,-350
132796,-5,8,-1,4,0,541,-19,8279,-46,-32,-3,-3738,-131
132817,1,-1,3,4,2,495,35,8173,-47,-33,-8,-3465,245
132829,-1,2,-4,-5,-1,531,0,8214,-46,-29,-6,-3698,0
132841,2,8,-1,0,4,536,26,8157,-46,-31,-9,-3759,182
132862,2,4,5,-1,4,462,-7,8200,-48,-32,-11,-3224,-48
132874,-2,5,1,4,4,457,23,8274,-50,-33,-8,-3161,159
132886,-1,-3,6,0,6,521,-28,8259,-48,-33,-4,-3609,-194
132907,3,5,1,2,-1,519,-33,8298,-47,-32,-9,-3578,-227
132919,-4,-1,8,2,-1,545,-21,8169,-43,-31,-4,-3816,-147
132931,5,-2,4,3,-2,502,26,8075,-48,-31,-7,-3557,184
132952,-2,4,1,7,-2,507,40,8190,-46,-31,-11,-3542,279
132964,0,-1,2,0,2,524,4,8221,-43,-31,-7,-3647,27
132976,3,3,-1,-2,2,505,-26,8173,-44,-32,-6,-3535,-182
132997,2,4,-1,-3,3,507,-31,8269,-49,-28,-8,-3508,-214
133009,3,6,-1,6,-2,509,-2,8133,-46,-28,-5,-3581,-14
133042,0,4,9,3,1,507,4,8130,-49,-33,-5,-3568,28
133054,1,3,2,1,-3,517,-33,8219,-46,-34,-9,-3599,-230
133066,1,4,6,0,-3,481,-35,8178,-44,-31,-7,-3366,-245
133087,3,8,-5,1,3,519,57,8130,-44,-33,-6,-3652,401
133099,4,3,4,1,-5,560,-23,8212,-46,-34,-7,-3901,-160
133111,4,3,-1,-1,8,517,-23,8161,-44,-34,-9,-3624,-161
133132,-1,-2,2,-2,1,553,-7,8255,-49,-31,-7,-3832,-48
133144,1,0,3,-2,2,483,-71,8195,-47,-32,-8,-3372,-496
133156,0,-1,0,6,0,517,64,8183,-47,-32,-5,-3615,448
133177,2,1,5,3,9,541,-59,8140,-45,-31,-5,-3802,-415
133189,9,5,4,5,2,469,14,8135,-47,-30,-7,-3299,98
133201,3,0,3,8,5,512,2,8166,-45,-29,-5,-3587,14
133222,1,4,-1,6,8,471,-52,8295,-48,-36,-11,-3249,-359
133234,8,1,4,-2,6,538,43,8214,-48,-32,-6,-3747,299
133246,2,8,-1,4,1,526,28,8133,-47,-30,-10,-3700,197
133267,5,8,-3,3,4,569,11,8169,-48,-31,-8,-3984,77
133279,-3,-5,-1,0,5,531,21,8159,-45,-32,-10,-3723,147
133291,-2,2,4,8,-3,469,7,8116,-48,-32,-11,-3307,49
133312,4,4,4,-1,3,483,4,8212,-50,-32,-9,-3366,27
133324,-3,-1,2,0,8,433,0,8202,-43,-32,-9,-3021,0
133336,5,4,4,4,9,495,-74,8159,-50,-32,-8,-3471,-519
133357,6,-1,2,-1,-2,447,-7,8140,-46,-31,-3,-3143,-49
133369,-2,0,4,-3,1,442,-11,8224,-46,-33,-4,-3076,-76
133381,4,-1,-3,-2,2,478,-33,8185,-43,-31,-9,-3342,-231
133402,8,-5,8,9,-2,486,79,8264,-46,-33,-3,-3365,547
133414,0,3,0,1,4,466,23,8190,-47,-31,-6,-3256,160
133426,-3,0,3,5,3,555,55,8183,-48,-29,-5,-3879,385
133447,2,4,2,3,-3,533,19,8262,-46,-32,-2,-3691,131
133459,-2,4,0,4,1,560,28,8147,-46,-30,-6,-3932,196
133471,-5,0,2,4,-5,553,45,8080,-44,-35,-7,-3915,319
133492,1,7,-5,2,-1,517,-81,8221,-45,-31,-9,-3598,-564
133504,0,-1,0,-3,2,557,57,8173,-46,-30,-5,-3898,399
133516,2,0,-5,1,7,538,-26,8173,-47,-30,-10,-3766,-182
133537,8,2,-3,-1,2,615,2,8240,-47,-29,-9,-4268,13
133549,-1,9,-1,1,4,548,11,8183,-47,-32,-8,-3831,77
133561,8,3,-1,1,-2,572,7,8197,-45,-31,-8,-3991,48
133582,1,5,0,0,2,519,-7,8135,-47,-31,-8,-3650,-49
133594,4,3,2,3,4,414,-26,8137,-48,-32,-11,-2912,-183
133606,5,1,-4,1,-1,464,7,8178,-45,-32,-10,-3247,49
133627,-1,-1,-5,4,-1,490,-35,8161,-46,-29,-10,-3435,-245
133639,4,2,1,2,3,402,-4,8255,-45,-34,-7,-2787,-27
133651,4,0,5,-2,3,423,-21,8137,-44,-35,-5,-2975,-147
133672,0,4,-1,-2,0,502,-19,8216,-47,-32,-6,-3496,-132
133684,2,1,4,-2,3,512,-4,8166,-44,-31,-8,-3587,-28
133696,-3,1,2,-1,-1,553,-47,8295,-44,-33,-1,-3814,-324
133717,-3,2,-1,3,0,572,16,8195,-47,-33,-8,-3992,111
133729,1,1,-1,-13,3,538,57,8135,-47,-32,-5,-3783,401
133741,-1,-1,-1,0,0,641,43,8231,-44,-32,-7,-4452,299
133762,-3,-1,-3,0,4,531,21,8087,-46,-33,-8,-3756,148
133774,4,-9,-1,-1,-1,529,16,8118,-45,-31,-6,-3728,112
133786,-2,2,10,1,-1,533,9,8228,-46,-35,-8,-3706,62
133807,0,1,5,4,4,577,-40,8152,-45,-29,-7,-4048,-281
133819,2,-1,4,0,-1,476,-28,8233,-46,-35,-8,-3308,-194
133852,1,1,1,4,-1,490,-16,8221,-49,-31,-9,-3410,-111
133864,3,-6,0,-3,0,435,11,8200,-49,-33,-6,-3036,76
133876,3,7,-1,-1,0,579,-9,8097,-49,-33,-9,-4090,-63
133897,-3,8,-1,4,4,529,11,8212,-46,-30,-10,-3685,76
133909,1,4,-1,-2,-1,519,83,8188,-50,-31,-8,-3626,580
133921,-1,-1,-1,2,3,481,-62,8231,-47,-34,-10,-3344,-431
133942,-1,6,-3,-3,4,464,64,8267,-44,-31,-6,-3212,443
133954,-2,-3,-3,5,1,493,-19,8212,-44,-32,-6,-3435,-132
133966,6,-3,-1,-1,-1,553,43,8216,-43,-30,-9,-3850,299
133987,1,4,4,-5,-1,517,16,8248,-46,-32,-7,-3586,111
133999,1,-1,-3,4,1,560,23,8252,-46,-34,-8,-3882,159
134011,1,6,1,-1,4,514,38,8169,-46,-34,-8,-3600,266
134032,-2,2,-1,-1,-2,447,50,8233,-45,-31,-6,-3107,347
134044,1,0,0,-5,2,442,-57,8195,-45,-32,-6,-3087,-398
134056,-2,3,4,-1,-1,502,-98,8293,-50,-31,-7,-3463,-677
134077,2,2,3,1,-1,560,-52,8092,-49,-31,-8,-3958,-368
134089,3,-1,4,1,0,514,9,8200,-48,-29,-8,-3586,62
134101,2,-1,1,3,1,488,11,8214,-49,-33,-6,-3399,76
134122,0,4,1,0,5,541,33,8166,-45,-31,-8,-3790,231
134134,6,-1,-5,1,4,507,0,8252,-46,-32,-11,-3515,0
134146,2,5,3,-2,0,519,-47,8216,-47,-33,-7,-3614,-327
134167,4,-5,-2,-5,4,502,-9,8267,-45,-31,-9,-3474,-62
134179,2,-3,0,7,3,483,4,8293,-43,-32,-10,-3333,27
134191,-1,1,-4,1,1,486,-31,8209,-47,-30,-8,-3388,-216
134212,4,2,5,-1,8,452,-45,8176,-49,-32,-9,-3164,-315
134224,-2,1,-1,-1,-2,502,-31,8166,-48,-33,-8,-3517,-217
134236,1,8,-3,0,2,529,-31,8121,-50,-32,-5,-3726,-218
134257,0,-3,0,2,-6,462,-2,8192,-45,-33,-4,-3227,-13
134269,2,4,4,2,-4,521,-14,8180,-47,-31,-7,-3644,-98
134281,-3,0,4,3,2,536,9,8269,-46,-28,-6,-3708,62
134302,1,2,-5,-3,-1,553,11,8166,-47,-33,-6,-3874,77
134314,-1,-1,-1,-1,1,541,28,8116,-45,-33,-5,-3813,197
134326,6,3,-4,-5,-5,538,105,8157,-47,-34,-7,-3773,737
134347,2,-3,2,4,1,531,52,8216,-44,-29,-5,-3697,362
134359,-1,0,4,3,-3,557,4,8202,-46,-31,-6,-3885,27
134371,1,3,2,1,4,565,38,8207,-47,-35,-7,-3938,265
134392,1,1,1,1,-1,497,-40,8283,-47,-34,-9,-3433,-276
134404,-5,0,-1,-9,-1,512,2,8286,-45,-28,-11,-3535,13
134416,0,-4,2,2,4,490,-31,8164,-47,-28,-7,-3434,-217
134437,2,3,-2,4,-1,497,67,8295,-49,-32,-9,-3428,462
134482,-1,3,-2,-5,1,483,50,8212,-47,-34,-10,-3365,348
134494,-9,-2,8,-2,3,505,16,8157,-49,-34,-10,-3542,112
134506,-1,-1,-5,-1,-3,533,-19,8113,-47,-32,-6,-3758,-134
134527,2,2,5,-1,2,541,59,8145,-48,-32,-9,-3799,415
134539,1,1,0,3,-1,533,43,8197,-47,-32,-9,-3720,300
134551,-3,2,-2,-1,0,562,23,8169,-44,-30,-6,-3935,161
134572,-1,0,1,-1,2,533,31,8214,-50,-31,-11,-3712,216
134584,-2,-1,0,6,3,505,9,8255,-49,-34,-9,-3500,62
134596,9,0,-3,5,-3,514,-14,8255,-48,-29,-7,-3562,-97
134617,-1,-3,-2,-3,1,531,16,8274,-45,-31,-8,-3672,110
134629,1,0,1,2,-1,452,9,8212,-47,-33,-10,-3150,62
134641,-2,-4,3,5,3,521,-71,8188,-43,-29,-8,-3640,-496
134662,1,-1,-1,-2,-3,466,-35,8197,-47,-33,-5,-3253,-244
134674,2,-1,4,0,-1,502,-28,8188,-47,-31,-6,-3508,-195
134686,-1,0,-4,1,0,459,-16,8269,-47,-32,-6,-3177,-110
134707,-1,-3,8,-5,-3,517,19,8188,-49,-34,-5,-3612,132
134719,6,1,0,-2,3,474,35,8209,-46,-34,-5,-3304,244
134731,8,-1,0,2,-1,459,86,8099,-51,-32,-9,-3243,608
134752,-3,1,-3,4,1,529,21,8267,-49,-34,-9,-3661,145
134798,0,-1,3,-3,5,462,11,8157,-47,-32,-9,-3241,77
134842,-2,7,0,1,2,519,-26,8204,-46,-32,-4,-3619,-181
134854,4,5,-1,2,2,512,-43,8063,-45,-31,-4,-3633,-305
134866,2,4,4,1,0,514,33,8185,-50,-33,-5,-3593,231
134887,4,0,2,1,0,500,-9,8300,-48,-34,-7,-3447,-62
134899,3,1,-3,2,1,519,16,8145,-47,-32,-11,-3645,112
134911,0,-4,1,-4,3,574,16,8219,-48,-33,-5,-3994,111
134932,-2,4,5,0,-3,536,16,8219,-48,-30,-9,-3731,111
134944,1,0,4,-2,-3,505,-2,8183,-49,-34,-9,-3531,-14
134956,0,2,8,3,-1,541,38,8171,-48,-32,-5,-3787,266
134977,9,3,10,-2,-3,495,64,8264,-47,-33,-7,-3427,443
134989,-1,5,17,-1,-2,538,14,8252,-47,-31,-7,-3730,97
135023,2,-3,7,2,-4,493,-23,8121,-43,-31,-8,-3473,-162
135035,-1,0,-2,-1,3,493,-11,8094,-43,-32,-6,-3485,-77
135067,2,1,3,-5,2,495,16,8125,-45,-32,-6,-3486,112
135079,-1,0,-9,-1,5,474,-35,8226,-46,-34,-4,-3297,-243
135090,3,-5,-1,-2,4,421,62,8226,-46,-30,-8,-2929,431
135112,8,2,-1,-3,-2,497,9,8233,-47,-31,-7,-3454,62
135124,4,4,5,5,-5,493,2,8113,-46,-35,-8,-3477,14
135135,5,3,4,4,2,493,2,8192,-45,-32,-4,-3443,13
135157,3,-1,0,-5,2,497,-69,8255,-46,-33,-7,-3445,-478
135169,3,-2,2,4,10,488,4,8145,-46,-32,-6,-3428,28
135180,3,4,-3,2,6,543,7,8238,-46,-31,-5,-3771,48
135202,0,0,-1,2,0,486,40,8169,-50,-31,-12,-3404,280
135213,-2,6,8,0,4,526,35,8178,-45,-29,-6,-3680,245
135292,-3,3,-2,-2,-5,514,28,8243,-45,-33,-9,-3568,194
135304,4,2,4,1,4,454,-4,8255,-47,-33,-7,-3147,-27
135315,-1,-3,-1,-5,5,495,-64,8295,-47,-35,-10,-3414,-442
135337,1,0,-4,4,5,531,14,8236,-45,-30,-10,-3688,97
135349,4,-5,1,-5,-1,483,16,8228,-46,-31,-8,-3359,111
135360,-3,-1,-1,1,1,474,16,8219,-46,-32,-6,-3300,111
135382,-5,-17,1,2,4,447,7,8243,-44,-31,-7,-3103,48
135393,4,1,-4,2,-2,466,21,8200,-45,-29,-9,-3252,146
135427,4,-2,6,2,3,474,9,8226,-46,-32,-5,-3297,62
135439,1,0,1,-1,3,476,28,8207,-46,-32,-1,-3319,195
135451,0,-3,2,-3,-2,543,21,8209,-46,-31,-5,-3784,146
135472,-2,1,-2,0,3,486,14,8226,-47,-32,-6,-3381,97
135484,4,0,-1,0,-1,536,-7,8226,-45,-30,-9,-3728,-48
135496,-1,4,0,-1,0,526,-23,8257,-49,-33,-7,-3645,-159
135517,6,0,0,2,1,567,19,8202,-47,-33,-5,-3954,132
135562,-5,1,-2,-1,6,490,-7,8219,-46,-32,-6,-3411,-48
135574,-3,2,-5,4,6,505,-11,8200,-47,-33,-7,-3524,-76
135586,2,5,-1,-1,1,509,14,8135,-47,-32,-5,-3580,98
135607,6,-4,4,-6,3,531,-4,8231,-47,-32,-7,-3691,-27
135619,-3,2,3,2,4,507,-21,8159,-47,-32,-6,-3555,-147
135631,-2,1,2,1,3,541,-7,8104,-45,-31,-9,-3819,-49
135652,2,4,-9,1,0,541,-11,8142,-45,-33,-4,-3801,-77
135664,8,-1,0,-1,4,500,-11,8180,-46,-30,-10,-3497,-77
135676,4,1,0,2,4,538,-50,8135,-46,-29,-8,-3783,-352
135697,6,3,-3,0,1,531,79,8166,-47,-31,-2,-3720,554
135709,0,3,-1,-1,0,538,-2,8099,-45,-31,-7,-3800,-14
135721,2,-3,8,1,3,569,79,8180,-46,-31,-8,-3978,553
135742,4,-4,2,2,1,524,76,8228,-43,-29,-6,-3643,529
135754,-1,-6,4,5,-2,519,-33,8212,-44,-33,-7,-3616,-230
135766,3,7,1,3,-3,476,-19,8293,-48,-32,-8,-3285,-131
135787,2,0,-5,-5,-5,517,26,8252,-49,-30,-7,-3584,180
135799,1,-1,-1,-1,9,435,-14,8140,-47,-31,-10,-3058,-98
135811,3,4,-2,4,2,509,-2,8243,-49,-31,-5,-3533,-13
135832,-1,-1,8,6,-3,524,-11,8169,-48,-31,-6,-3670,-77
135844,8,2,0,8,4,524,-40,8259,-44,-33,-6,-3630,-277
135856,-2,-1,3,-2,-1,505,28,8133,-46,-33,-8,-3553,197
135877,8,1,8,3,0,548,9,8257,-46,-31,-6,-3797,62
135889,1,3,3,-3,0,538,50,8259,-47,-31,-7,-3726,346
135901,-1,-1,6,4,1,577,-67,8195,-49,-32,-10,-4027,-468
135922,-3,4,1,9,-1,497,35,8262,-49,-31,-11,-3442,242
135934,2,-3,1,3,1,490,26,8178,-47,-31,-7,-3428,182
135946,6,0,5,8,5,490,-7,8104,-46,-32,-5,-3460,-49
135967,2,-1,-1,2,4,550,52,8159,-46,-30,-10,-3856,365
135979,10,-5,9,-1,1,507,-14,8195,-48,-30,-9,-3540,-97
135991,1,0,2,5,1,481,23,8113,-42,-32,-7,-3392,162
136012,0,1,2,-4,2,507,11,8214,-49,-30,-9,-3532,76
136024,2,-1,4,1,-2,560,26,8145,-46,-33,-6,-3933,182
136036,0,5,4,-3,8,529,7,8200,-47,-30,-7,-3691,48
136057,1,9,3,8,6,507,-11,8166,-45,-31,-4,-3552,-77
136069,3,5,1,-3,-1,493,0,8152,-47,-33,-5,-3460,0
136081,2,-1,0,4,1,524,11,8169,-47,-31,-6,-3670,77
136102,-5,0,-4,0,-4,545,93,8248,-48,-32,-10,-3780,646
136114,0,5,-2,-1,-5,536,2,8190,-47,-30,-7,-3744,13
136126,2,1,-1,4,-1,490,0,8180,-45,-31,-8,-3428,0
136147,-1,1,4,2,-1,531,-14,8161,-47,-26,-9,-3722,-98
136159,2,-5,3,2,1,533,11,8245,-46,-33,-8,-3698,76
136171,2,4,4,2,3,476,-50,8200,-47,-30,-8,-3322,-349
136192,-1,1,-2,-3,-4,490,-50,8133,-45,-33,-8,-3447,-352
136204,8,-7,3,-1,0,514,21,8212,-45,-32,-10,-3581,146
136216,-2,2,2,7,0,486,-11,8231,-43,-30,-8,-3379,-76
136237,-1,9,2,0,1,497,-26,8195,-45,-32,-5,-3470,-181
136249,-3,0,0,0,-2,502,-38,8236,-47,-30,-10,-3487,-264
136261,0,2,-2,8,4,502,9,8166,-47,-33,-6,-3517,63
136282,-5,-1,-1,3,3,474,-19,8130,-49,-33,-7,-3336,-133
136294,-1,-1,4,0,6,545,-7,8180,-45,-31,-8,-3811,-49
136306,2,2,3,4,-1,541,31,8305,-45,-30,-3,-3727,213
136327,9,1,1,7,3,538,9,8166,-46,-29,-6,-3769,63
136339,4,4,-3,-1,1,493,-23,8252,-43,-34,-9,-3418,-159
136373,-3,1,-1,0,3,538,28,8262,-49,-30,-7,-3725,194
136385,4,-1,-1,6,5,543,-23,8283,-47,-31,-8,-3750,-159
136416,3,4,2,6,4,538,4,8090,-46,-30,-3,-3804,28
136428,3,6,3,4,1,562,19,8219,-47,-32,-10,-3911,132
136440,-1,4,4,-3,2,557,57,8259,-48,-30,-5,-3858,395
136462,2,0,0,1,-1,557,-38,8281,-45,-33,-10,-3848,-262
136506,0,-2,-5,0,4,526,-9,8212,-45,-33,-9,-3664,-62
136518,4,-1,3,2,4,555,-4,8207,-45,-31,-8,-3868,-27
136530,2,2,3,1,0,447,55,8226,-50,-35,-4,-3110,383
136552,1,8,3,8,1,497,-33,8169,-49,-31,-7,-3481,-231
136563,1,4,-5,0,5,514,21,8233,-46,-33,-8,-3572,146
136575,0,0,1,1,2,533,33,8192,-49,-35,-8,-3722,230
136596,0,1,-1,8,4,517,11,8166,-48,-27,-5,-3622,77
136608,6,0,4,-1,-3,507,-35,8219,-46,-32,-5,-3529,-243
136620,0,-1,3,-2,-1,462,4,8164,-48,-31,-7,-3238,28
136641,2,1,4,-4,-3,517,4,8125,-48,-31,-5,-3640,28
136653,-3,1,0,4,8,514,7,8236,-45,-30,-5,-3571,48
136665,3,3,4,2,-1,519,11,8236,-45,-30,-1,-3605,76
136687,-1,6,2,2,0,457,-16,8178,-49,-33,-11,-3198,-112
136699,3,0,4,-1,8,469,38,8164,-47,-29,-8,-3287,266
136710,0,-1,3,4,-1,488,2,8185,-46,-29,-9,-3412,14
136731,3,4,1,0,-5,512,19,8216,-47,-33,-10,-3565,132
136743,-2,-2,5,1,-5,533,9,8269,-47,-31,-8,-3688,62
136755,0,3,3,4,6,531,14,8236,-48,-33,-4,-3688,97
136777,-3,-1,1,0,-2,533,-4,8295,-47,-34,-7,-3676,-27
136822,-1,-2,-1,8,4,481,2,8185,-46,-29,-8,-3363,14
136834,-1,1,-2,0,-1,507,-21,8176,-46,-31,-5,-3548,-147
136846,5,-2,-1,4,1,588,-2,8125,-49,-28,-8,-4139,-14
136867,-2,-1,-5,1,-2,483,-11,8140,-46,-30,-11,-3395,-77
136879,2,1,-1,1,-1,486,33,8180,-46,-31,-5,-3400,231
136891,4,4,4,3,4,545,-7,8145,-47,-30,-6,-3828,-49
136912,1,4,6,0,3,579,11,8192,-47,-33,-9,-4042,76
136924,1,11,-2,4,1,481,19,8233,-44,-31,-6,-3343,132
136936,-1,0,4,-3,-3,550,-55,8240,-45,-34,-9,-3818,-382
136957,2,4,-3,4,-1,495,38,8190,-48,-31,-8,-3458,265
136969,2,-2,2,2,0,476,-4,8142,-47,-32,-8,-3345,-28
136981,-1,4,0,-1,0,512,-11,8231,-47,-33,-5,-3559,-76
137002,4,4,3,-2,4,519,28,8166,-50,-33,-6,-3636,196
137014,2,1,8,0,-9,524,-16,8216,-47,-31,-6,-3649,-111
137026,1,-1,-2,-1,5,469,-14,8267,-46,-31,-11,-3246,-97
137047,2,-2,1,0,0,445,81,8169,-47,-32,-6,-3117,568
137059,1,-5,2,-1,-1,474,-2,8200,-47,-34,-12,-3308,-13
137071,2,-5,1,2,0,517,26,8152,-45,-32,-8,-3628,182
137092,-1,1,2,-5,2,557,-19,8197,-44,-33,-7,-3887,-132
137104,2,2,2,2,0,474,21,8221,-45,-36,-8,-3299,146
137116,-2,-5,1,1,-24,438,-45,8221,-45,-35,-5,-3049,-313
137137,2,1,-1,5,-2,512,7,8183,-45,-35,-11,-3580,49
137149,-4,-3,-1,-3,-3,550,-33,8157,-48,-33,-7,-3857,-231
137161,0,3,-1,3,-1,533,14,8161,-43,-31,-7,-3736,98
137182,2,0,4,5,-6,500,-14,8166,-46,-33,-7,-3503,-98
137194,3,2,0,4,-1,490,-28,8188,-48,-33,-8,-3424,-195
137206,1,1,1,2,3,531,14,8214,-47,-31,-7,-3698,97
137227,3,5,-1,4,-5,505,9,8283,-47,-33,-7,-3488,62
137239,0,-2,-1,-2,8,507,-4,8221,-48,-31,-5,-3529,-27
137251,8,-1,2,1,-1,529,-11,8149,-47,-29,-5,-3714,-77
137272,0,-1,3,-1,1,533,-35,8240,-45,-31,-6,-3700,-243
137284,-4,5,1,2,8,543,-23,8166,-45,-31,-7,-3804,-161
137296,2,8,-3,-1,-1,569,4,8195,-44,-31,-2,-3971,27
137317,7,-1,4,2,-1,517,-38,8219,-47,-32,-8,-3599,-264
137329,1,-1,-4,-1,5,545,50,8171,-45,-33,-7,-3815,350
137341,4,-3,-3,2,1,478,33,8202,-45,-31,-6,-3335,230
137362,-1,5,3,0,3,536,16,8255,-47,-33,-10,-3715,111
137374,4,2,1,-2,-5,481,43,8188,-47,-33,-7,-3361,300
137386,2,-3,0,4,2,567,-19,8207,-48,-33,-4,-3952,-132
137407,-2,0,2,1,5,526,33,8236,-47,-31,-8,-3654,229
137419,-1,-1,4,-2,2,531,11,8216,-46,-32,-4,-3697,76
137452,-2,0,0,4,2,526,9,8243,-47,-33,-12,-3651,62
137464,4,5,2,1,1,481,33,8185,-47,-32,-9,-3363,231
137476,2,4,-1,-9,-3,517,-28,8195,-46,-30,-6,-3609,-195
137497,3,4,1,2,4,481,-23,8099,-49,-33,-6,-3398,-162
137509,0,-1,2,-4,1,512,0,8171,-49,-35,-6,-3585,0
137521,4,-1,3,2,0,497,79,8180,-42,-33,-9,-3476,553
137542,-3,0,1,2,-3,581,67,8161,-49,-35,-8,-4072,470
137554,-3,2,0,0,-1,531,-23,8188,-47,-32,-10,-3710,-160
137566,4,1,2,4,2,509,86,8097,-45,-32,-7,-3596,608
137587,3,1,1,1,4,524,28,8123,-50,-30,-8,-3690,197
137599,-1,-1,4,2,-3,541,-11,8173,-43,-31,-7,-3787,-77
137611,-1,1,6,2,0,481,35,8212,-46,-33,-6,-3352,244
137676,0,4,1,1,-2,509,9,8248,-46,-34,-6,-3531,62
137688,0,2,-1,-1,1,464,69,8202,-47,-27,-8,-3237,481
137700,-5,2,2,5,-2,469,-33,8216,-46,-33,-3,-3267,-230
