t_ms,Flex1,Flex2,Flex3,Flex4,Flex5,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pitch,Roll
137721,-2,6,3,2,0,541,19,8116,-43,-31,-6,-3813,134
137733,-2,1,2,1,-2,517,-64,8188,-45,-32,-9,-3612,-447
137745,-1,-2,2,1,0,524,9,8200,-45,-30,-7,-3656,62
137766,1,2,-1,8,2,543,-59,8200,-49,-33,-5,-3788,-412
137778,6,-1,-2,-2,1,495,-76,8228,-43,-32,-8,-3442,-529
137790,1,5,-2,1,-2,538,26,8113,-43,-31,-10,-3793,183
137811,3,-3,-1,-5,-2,474,35,8190,-44,-35,-8,-3312,244
137823,5,7,-1,0,-5,517,21,8221,-48,-32,-4,-3598,146
137835,2,4,-3,9,4,486,43,8221,-46,-32,-6,-3383,299
137856,3,-5,-1,-5,-5,483,21,8169,-44,-30,-10,-3383,147
137868,4,-2,1,3,-2,478,38,8281,-45,-31,-6,-3303,262
137880,0,5,0,-1,0,533,26,8109,-47,-30,-9,-3760,183
137901,5,1,2,2,6,557,-2,8221,-48,-29,-9,-3876,-13
137913,0,1,2,0,-5,457,35,8269,-47,-35,-8,-3163,242
137925,3,9,-1,4,-3,555,-45,8171,-48,-31,-9,-3885,-315
137946,3,6,0,4,0,560,26,8113,-50,-30,-4,-3948,183
137958,5,-1,0,4,-1,541,-31,8252,-47,-32,-9,-3750,-215
137970,3,4,4,0,2,478,59,8252,-49,-31,-3,-3315,409
137991,0,-1,0,3,-1,507,45,8149,-44,-33,-9,-3560,316
138003,-4,0,-1,0,4,565,-35,8269,-44,-34,-8,-3908,-242
138015,1,0,-3,-1,2,509,43,8212,-47,-29,-6,-3546,300
138036,-1,5,1,2,1,505,28,8243,-44,-28,-8,-3505,194
138048,-1,-1,-5,3,2,538,-7,8133,-45,-32,-7,-3784,-49
138060,1,1,3,3,9,474,31,8173,-46,-34,-4,-3319,217
138081,-1,-3,-1,3,-5,452,-7,8176,-44,-32,-9,-3164,-49
138093,-3,4,8,4,4,521,-52,8176,-47,-30,-12,-3646,-364
138105,-3,0,-5,5,-1,476,-9,8135,-47,-35,-8,-3348,-63
138126,-3,-1,-3,4,0,442,38,8300,-45,-30,-8,-3048,262
138138,-1,2,2,-1,-4,521,-7,8221,-47,-33,-7,-3626,-48
138150,0,2,3,1,6,512,-35,8128,-46,-34,-6,-3604,-246
138171,-2,-2,-2,0,5,565,-14,8262,-46,-31,-6,-3912,-97
138183,4,8,2,0,-1,493,33,8173,-46,-31,-6,-3451,231
138195,4,4,1,4,4,536,-16,8173,-45,-29,-9,-3752,-112
138216,3,0,-3,3,5,550,-21,8140,-44,-32,-6,-3865,-147
138228,3,4,-1,1,4,517,-19,8145,-47,-32,-8,-3631,-133
138240,5,4,0,4,1,531,-7,8169,-47,-31,-5,-3719,-49
138261,1,1,-1,5,0,524,-23,8173,-47,-34,-9,-3668,-161
138273,4,4,2,-1,8,476,-7,8190,-46,-33,-6,-3326,-48
138285,-3,3,6,-1,1,490,-35,8257,-45,-32,-8,-3396,-242
138306,6,1,-3,6,-1,438,38,8219,-44,-30,-7,-3050,264
138318,-2,0,2,-1,13,483,9,8252,-50,-30,-10,-3349,62
138330,-5,-3,-2,-1,3,512,50,8319,-47,-29,-7,-3521,344
138351,1,-2,2,4,1,497,-23,8252,-45,-33,-9,-3446,-159
138363,-4,2,-2,2,-7,529,-33,8169,-43,-30,-4,-3705,-231
138375,6,6,5,10,1,442,21,8240,-47,-30,-9,-3070,146
138396,2,4,-5,2,4,497,55,8274,-47,-28,-9,-3437,380
138408,-1,8,-5,3,1,533,-74,8164,-46,-34,-10,-3735,-519
138420,-1,-2,-2,-3,-1,557,-19,8243,-47,-33,-7,-3865,-132
138441,-4,-3,1,-1,0,502,21,8147,-49,-31,-6,-3525,147
138453,4,2,-1,-2,3,545,-14,8137,-49,-31,-7,-3831,-98
138465,3,-1,0,-5,-3,486,-9,8142,-46,-31,-5,-3415,-63
138486,2,-3,2,-3,-1,502,-28,8159,-49,-32,-5,-3520,-196
138498,1,-3,-3,-5,0,497,7,8188,-45,-33,-8,-3473,48
138510,-2,-1,-3,-1,3,497,7,8197,-46,-31,-10,-3469,48
138532,4,1,-3,0,-1,454,-45,8147,-42,-30,-8,-3189,-316
138544,-3,4,-1,4,1,517,23,8200,-45,-30,-9,-3607,160
138555,-1,1,6,2,-2,514,21,8166,-48,-34,-7,-3601,147
138576,-3,-3,4,1,2,514,43,8240,-49,-31,-8,-3569,298
138588,-5,3,0,4,-2,572,21,8178,-44,-33,-6,-4000,147
138600,4,1,-5,-1,5,529,14,8188,-49,-32,-6,-3696,97
138622,1,-3,4,-1,1,517,33,8259,-47,-30,-8,-3581,228
138634,2,-2,-1,3,4,529,47,8197,-48,-34,-10,-3692,328
138645,-3,0,-1,1,2,505,-7,8209,-45,-29,-5,-3520,-48
138666,0,2,-2,0,5,524,43,8192,-46,-32,-8,-3659,300
138678,3,-1,2,2,0,497,-23,8257,-47,-29,-10,-3444,-159
138690,-1,-3,-3,4,3,521,-2,8169,-46,-34,-9,-3649,-14
138712,-1,6,-2,-5,2,572,16,8209,-46,-36,-5,-3985,111
138723,-3,0,6,0,1,541,-7,8298,-48,-33,-6,-3730,-48
138735,2,4,-1,1,0,517,21,8264,-46,-33,-8,-3579,145
138756,-1,1,6,4,2,531,-19,8231,-47,-33,-8,-3691,-132
138768,8,-1,2,3,9,497,9,8164,-44,-32,-7,-3483,63
138780,0,-4,2,-2,-2,507,-62,8082,-43,-31,-5,-3589,-439
138802,-5,6,-1,3,4,409,16,8137,-49,-33,-8,-2877,112
138814,5,-7,-1,1,1,562,4,8164,-52,-33,-7,-3937,28
138825,-1,2,4,-1,7,500,-26,8281,-48,-33,-6,-3455,-179
138846,1,3,3,4,-1,519,55,8214,-43,-33,-1,-3615,383
138858,4,5,-2,1,2,536,16,8197,-48,-35,-5,-3741,111
138870,4,2,-2,5,4,521,16,8197,-46,-33,-7,-3636,111
138891,2,6,4,1,1,454,-11,8257,-49,-30,-7,-3147,-76
138903,5,-7,1,2,0,529,-19,8185,-48,-32,-8,-3697,-133
138915,4,-1,1,3,1,490,-38,8161,-47,-33,-4,-3435,-266
138936,0,3,-2,-2,5,543,0,8226,-45,-31,-3,-3776,0
138948,4,4,2,-3,4,497,-50,8204,-50,-30,-7,-3466,-349
138960,-1,-2,-2,2,2,500,-11,8216,-47,-30,-3,-3482,-76
138981,-1,2,-5,-2,-2,435,0,8154,-44,-30,-5,-3053,0
138993,-3,-3,4,8,-5,521,14,8161,-43,-30,-5,-3652,98
139005,5,-1,-1,0,0,526,-26,8202,-51,-33,-6,-3669,-181
139026,-1,2,3,6,-1,526,-90,8135,-47,-31,-6,-3699,-633
139038,-4,4,1,-1,-3,454,-7,8307,-46,-33,-3,-3128,-48
139050,-4,-2,4,-3,-2,553,-43,8109,-49,-33,-8,-3901,-303
139071,1,2,6,1,-2,466,-55,8149,-47,-33,-5,-3272,-386
139083,2,-3,1,4,-4,517,-47,8212,-49,-30,-10,-3602,-327
139095,-4,-3,-1,0,-3,466,-4,8219,-46,-34,-9,-3245,-27
139116,-1,-3,0,-1,8,483,28,8185,-46,-30,-4,-3377,196
139128,1,8,3,2,0,541,-50,8319,-46,-31,-8,-3720,-344
139140,4,4,-1,3,-1,521,14,8245,-47,-33,-5,-3615,97
139161,3,-1,0,-2,-3,538,0,8166,-49,-33,-6,-3769,0
139173,-1,2,1,1,1,452,47,8106,-49,-30,-5,-3191,332
139185,0,-1,2,3,-2,486,16,8236,-42,-29,-7,-3377,111
139206,-1,1,2,2,0,536,43,8104,-46,-30,-7,-3783,304
139218,-3,3,8,8,2,514,-19,8233,-50,-31,-6,-3572,-132
139230,1,3,2,-1,-1,512,38,8200,-47,-29,-8,-3572,265
139251,0,8,2,3,-1,502,-11,8243,-46,-33,-6,-3485,-76
139263,4,-1,2,9,1,497,28,8233,-47,-32,-5,-3454,194
139275,4,2,3,1,-2,474,16,8204,-46,-34,-4,-3306,111
139296,-4,1,2,-1,-2,486,50,8164,-45,-31,-4,-3406,350
139308,5,0,9,-1,1,495,21,8116,-47,-32,-11,-3490,148
139342,-3,-3,2,0,0,450,-45,8140,-45,-33,-7,-3164,-316
139354,1,2,-1,5,-6,545,-33,8135,-47,-30,-5,-3832,-232
139366,-1,-2,2,-2,0,493,4,8173,-45,-35,-6,-3451,28
139387,-1,-4,2,-3,3,524,9,8204,-48,-34,-10,-3654,62
139399,0,2,-1,-1,-3,497,28,8233,-45,-32,-9,-3454,194
139411,-5,1,0,1,-3,533,0,8291,-47,-32,-5,-3678,0
139432,-2,3,1,1,-5,447,-31,8078,-47,-32,-5,-3167,-219
139444,-3,5,5,-1,2,476,-19,8190,-47,-32,-9,-3326,-132
139456,-1,8,-1,-3,4,550,-14,8226,-46,-33,-7,-3825,-97
139477,7,3,-5,-2,0,557,57,8185,-47,-30,-5,-3892,398
139489,2,6,1,2,-5,476,-7,8264,-46,-32,-8,-3296,-48
139501,-5,-1,4,4,2,557,-11,8145,-45,-30,-4,-3912,-77
139522,-1,0,4,-2,3,483,-59,8226,-49,-30,-10,-3360,-410
139534,3,-1,-1,-1,-1,545,-2,8180,-48,-32,-10,-3811,-14
139567,0,-2,0,2,1,486,-7,8219,-48,-33,-9,-3384,-48
139579,6,1,0,0,-2,543,-90,8248,-47,-30,-9,-3766,-625
139591,-1,-1,3,1,1,502,69,8157,-45,-31,-6,-3521,484
139612,2,1,3,-5,3,507,11,8267,-49,-33,-7,-3509,76
139624,1,0,2,2,-3,490,16,8216,-47,-33,-5,-3413,111
139702,1,-2,2,2,1,512,0,8159,-48,-33,-10,-3590,0
139714,8,6,-3,-1,2,509,38,8171,-46,-32,-9,-3564,266
139726,-1,3,2,2,4,497,-26,8243,-46,-28,-8,-3450,-180
139747,2,5,-2,-1,2,471,-47,8183,-46,-36,-7,-3294,-329
139759,1,-1,1,-2,-2,481,-11,8135,-48,-33,-5,-3383,-77
139771,4,-2,-5,-3,4,524,-47,8240,-46,-29,-3,-3638,-326
139792,4,8,7,-1,8,481,74,8169,-50,-28,-9,-3369,519
139804,4,-5,-2,1,6,474,-40,8252,-48,-31,-9,-3287,-277
139816,3,-1,6,-3,2,495,23,8212,-46,-32,-5,-3449,160
139837,-9,-1,2,2,0,524,16,8214,-46,-34,-10,-3650,111
139849,-5,2,5,-4,-9,548,40,8214,-48,-33,-6,-3816,279
139861,8,-2,2,3,1,519,57,8116,-44,-33,-7,-3658,402
139882,2,2,-1,-3,6,529,-11,8130,-47,-30,-7,-3722,-77
139894,3,2,8,0,2,521,33,8164,-45,-33,-9,-3651,231
139906,-3,8,4,6,-1,495,-19,8233,-49,-33,-10,-3440,-132
139927,5,1,1,0,4,474,2,8216,-47,-30,-7,-3301,13
139939,-1,2,-2,-5,4,550,-7,8219,-47,-30,-5,-3828,-48
139951,0,4,5,-1,3,471,47,8161,-46,-34,-9,-3303,329
139972,-1,4,0,1,0,509,-43,8207,-47,-31,-9,-3548,-300
139984,-2,6,-2,-2,4,447,-14,8142,-48,-31,-3,-3142,-98
139996,3,8,0,-1,7,474,-19,8236,-50,-33,-3,-3293,-132
140017,5,4,-1,-3,8,509,-21,7996,-43,-30,-8,-3642,-150
140029,1,1,-1,-2,2,450,14,8166,-48,-33,-4,-3154,98
140041,1,4,-2,0,4,502,21,8209,-48,-32,-7,-3499,146
140062,3,4,6,3,1,488,28,8192,-49,-31,-9,-3409,195
140074,1,-5,-1,1,0,490,7,8219,-47,-32,-5,-3411,48
140086,0,4,-1,-2,-1,569,-19,8267,-44,-31,-8,-3937,-131
140107,1,2,-1,2,-2,488,-7,8171,-47,-32,-4,-3417,-49
140119,2,0,4,4,4,512,-45,8176,-47,-33,-9,-3583,-315
140131,3,-1,2,6,4,493,-50,8097,-45,-28,-7,-3484,-353
140153,8,2,2,2,0,538,-14,8145,-45,-32,-6,-3779,-98
140165,2,2,0,1,0,517,-33,8185,-49,-32,-11,-3614,-231
140196,0,3,4,-1,9,521,-26,8228,-45,-30,-6,-3623,-181
140208,-1,-2,-6,-1,-2,512,79,8185,-46,-35,-7,-3579,552
140220,4,-1,-1,6,-1,524,21,8161,-45,-32,-6,-3673,147
140241,0,5,-3,2,0,502,35,8252,-42,-34,-7,-3481,243
140253,3,4,-1,2,-2,476,-31,8178,-45,-31,-8,-3331,-217
140265,4,3,1,-2,5,474,14,8219,-47,-34,-9,-3300,97
140286,1,-1,2,3,4,541,-4,8166,-47,-36,-7,-3790,-28
140298,-1,3,4,3,-3,478,45,8161,-48,-30,-5,-3352,315
140310,6,10,12,3,1,557,16,8090,-46,-31,-6,-3938,113
140331,2,1,-3,3,4,466,4,8219,-48,-31,-10,-3245,27
140343,1,0,-1,-1,0,519,26,8147,-49,-29,-5,-3645,182
140355,1,3,7,-1,3,442,45,8180,-50,-31,-10,-3092,315
140376,2,0,-5,0,-2,497,33,8259,-48,-32,-8,-3443,228
140388,1,0,4,-2,2,569,16,8231,-46,-33,-9,-3954,111
140400,-1,-1,0,1,1,478,0,8152,-49,-34,-5,-3355,0
140421,-4,4,1,0,-3,514,0,8147,-49,-31,-5,-3610,0
140433,5,0,8,-2,2,469,-7,8188,-48,-31,-5,-3278,-48
140445,1,0,-1,6,0,521,-16,8142,-48,-33,-9,-3661,-112
140466,4,-6,-5,1,4,483,-26,8307,-46,-33,-4,-3327,-179
140478,1,2,1,2,3,481,28,8214,-49,-33,-4,-3351,195
140490,6,-1,-1,2,-1,543,74,8145,-43,-33,-8,-3813,520
140511,1,2,2,1,1,562,-4,8200,-46,-31,-4,-3920,-27
140523,-1,4,1,2,2,553,16,8240,-43,-30,-9,-3839,111
140535,1,2,4,-9,5,581,16,8274,-48,-33,-7,-4016,110
140556,3,-1,-1,-1,4,493,-71,8240,-48,-35,-5,-3423,-493
140568,3,1,1,5,2,466,2,8171,-42,-33,-4,-3264,14
140580,1,1,-3,-4,-1,502,-47,8219,-43,-32,-7,-3495,-327
140601,2,2,6,0,-6,450,7,8192,-47,-33,-7,-3144,48
140614,-2,1,4,-1,3,543,45,8279,-45,-31,-7,-3752,311
140625,-2,-2,3,4,4,469,-11,8157,-46,-31,-8,-3290,-77
140646,-1,-3,-3,4,7,560,9,8240,-45,-33,-5,-3887,62
140658,2,4,2,1,5,488,-26,8152,-47,-32,-5,-3425,-182
140670,2,-3,5,1,4,529,-4,8157,-45,-31,-3,-3710,-28
140691,2,2,4,4,1,512,21,8195,-44,-32,-5,-3575,146
140737,-1,-3,4,0,4,486,-16,8219,-49,-31,-5,-3384,-111
140749,2,1,0,8,-1,466,-19,8195,-45,-34,-7,-3254,-132
140761,3,3,-1,-3,-1,541,40,8166,-47,-32,-3,-3790,280
140782,2,-5,4,2,4,483,-35,8128,-45,-33,-7,-3400,-246
140794,-4,4,4,-2,1,545,31,8118,-48,-29,-6,-3840,218
140806,12,0,6,-4,-5,519,81,8257,-48,-35,-8,-3596,562
140827,-1,5,-1,-1,2,474,-45,8180,-47,-33,-6,-3316,-315
140839,4,-1,0,-1,-1,493,-26,8164,-46,-32,-5,-3455,-182
140851,-5,5,2,1,-1,462,-7,8224,-46,-31,-6,-3215,-48
140872,-1,0,2,6,0,529,26,8233,-48,-34,-3,-3676,180
140884,0,2,-4,8,-5,514,4,8145,-47,-32,-5,-3610,28
140896,5,0,2,3,3,531,23,8171,-45,-34,-6,-3718,161
140917,1,-2,2,-3,5,538,-19,8152,-45,-32,-6,-3775,-133
140929,2,4,-1,-2,-5,553,40,8298,-48,-32,-11,-3812,276
140941,-2,-3,6,0,2,517,38,8130,-46,-33,-6,-3638,267
140962,8,-1,4,4,3,481,-4,8190,-49,-32,-10,-3361,-27
140974,4,4,1,1,0,483,21,8231,-47,-31,-7,-3358,146
140986,-1,-1,0,1,-1,531,-45,8281,-46,-32,-5,-3668,-311
141007,-1,0,1,-1,3,493,40,8226,-47,-33,-7,-3429,278
141019,2,4,6,-1,1,553,-11,8173,-46,-33,-7,-3870,-77
141031,5,-1,7,-2,7,584,62,8259,-48,-29,-7,-4044,430
141052,1,6,2,2,-1,517,-9,8161,-47,-32,-6,-3624,-63
141064,5,-2,-1,0,2,497,35,8101,-43,-30,-5,-3510,247
141076,8,6,4,2,8,481,-7,8173,-41,-31,-9,-3368,-49
141097,8,-1,-2,-2,-1,521,-2,8228,-45,-32,-9,-3623,-13
141109,8,2,0,12,2,521,2,8176,-47,-34,-6,-3646,14
141121,-1,1,3,2,4,529,-7,8104,-45,-30,-10,-3734,-49
141142,4,5,4,4,-1,519,11,8147,-48,-32,-5,-3645,77
141154,1,5,0,-4,7,483,4,8159,-47,-32,-7,-3387,28
141166,2,-3,4,-9,0,507,57,8178,-51,-31,-7,-3547,399
141187,-1,4,-1,-3,-1,486,35,8188,-49,-33,-5,-3396,244
141199,-3,0,4,4,5,538,-38,8204,-47,-32,-8,-3751,-265
141211,5,5,-2,10,5,469,9,8240,-44,-34,-7,-3257,62
141232,6,1,3,4,4,526,26,8221,-48,-33,-5,-3660,181
141244,9,1,4,1,4,531,-47,8180,-48,-31,-6,-3714,-329
141256,1,1,-1,4,-1,500,9,8180,-46,-34,-7,-3497,63
141277,-1,-2,8,1,1,574,-52,8190,-47,-33,-5,-4008,-363
141322,-2,2,1,2,1,533,-9,8240,-46,-34,-4,-3700,-62
141334,-1,-1,-3,-3,4,471,-38,8192,-44,-33,-4,-3290,-265
141346,-2,4,1,8,-2,541,45,8154,-46,-33,-7,-3795,316
141367,0,-2,4,-1,1,478,16,8157,-49,-32,-7,-3353,112
141379,2,-1,-2,-3,-1,486,-40,8183,-47,-32,-10,-3398,-280
141391,5,3,2,-1,2,531,-47,8281,-45,-30,-6,-3668,-325
141412,-2,4,5,2,3,538,-21,8224,-49,-34,-5,-3742,-146
141424,1,1,-3,-2,2,495,47,8236,-46,-31,-3,-3439,326
141436,-3,-3,5,-1,-3,497,4,8259,-50,-30,-6,-3443,27
141457,2,5,1,2,-1,454,14,8188,-47,-29,-9,-3173,97
141469,0,2,3,4,-2,490,7,8233,-48,-34,-5,-3406,48
141481,0,-1,1,0,2,519,0,8336,-45,-32,-9,-3562,0
141502,2,2,2,1,6,493,-26,8214,-47,-30,-7,-3434,-181
141514,0,6,-1,-3,1,495,-69,8209,-47,-32,-8,-3450,-481
141526,2,2,1,5,-1,474,52,8147,-48,-33,-6,-3329,365
141547,-2,-2,-3,1,1,488,26,8192,-49,-33,-7,-3409,181
141559,2,0,2,1,8,490,-16,8236,-47,-31,-8,-3404,-111
141592,-2,8,4,-2,0,536,35,8228,-48,-32,-9,-3727,243
141604,4,5,1,8,1,430,28,8192,-49,-31,-12,-3004,195
141616,2,3,1,2,2,557,64,8118,-45,-32,-7,-3924,451
141637,-1,-2,2,-1,5,529,26,8255,-45,-32,-5,-3666,180
141649,-1,-2,0,-1,-1,545,-23,8171,-49,-32,-6,-3815,-161
141661,2,-1,2,4,0,533,-2,8188,-45,-33,-6,-3724,-13
141682,4,3,-5,-3,1,505,-35,8157,-46,-30,-9,-3542,-245
141694,0,1,1,3,0,426,76,8219,-47,-33,-10,-2966,529
141706,2,-2,-3,-1,-6,533,-11,8135,-44,-30,-6,-3748,-77
141727,-4,4,2,4,0,474,-4,8166,-46,-34,-9,-3322,-28
141739,2,1,2,5,2,497,21,8226,-44,-31,-10,-3457,146
141751,1,1,-2,4,1,517,7,8157,-44,-33,-10,-3626,49
141772,-1,6,-3,5,1,500,7,8245,-47,-30,-6,-3470,48
141784,0,-5,2,-1,1,469,7,8214,-47,-29,-6,-3267,48
141796,2,-1,5,-1,2,481,-9,8169,-48,-32,-7,-3369,-63
141817,2,1,-1,2,7,497,-47,8135,-46,-31,-5,-3496,-331
141829,0,4,-1,-2,2,490,-14,8166,-46,-32,-2,-3433,-98
141862,0,8,-2,8,2,452,57,8185,-47,-32,-3,-3160,398
141874,4,-6,-2,4,8,533,-4,8236,-48,-31,-8,-3702,-27
141886,8,-1,3,-3,2,500,-19,8243,-43,-32,-8,-3471,-132
141907,-1,3,3,4,2,486,9,8195,-46,-34,-6,-3393,62
141919,3,4,2,0,2,538,11,8173,-45,-33,-9,-3766,77
141931,-1,0,-1,4,1,476,-14,8245,-46,-34,-7,-3304,-97
141952,2,-1,4,3,0,553,-21,8231,-45,-31,-11,-3843,-146
141964,5,-1,-3,0,1,557,28,8224,-50,-30,-4,-3874,195
141976,0,0,1,8,5,517,-35,8169,-45,-31,-10,-3621,-245
141997,0,2,-2,3,3,497,40,8135,-51,-33,-4,-3496,281
142009,1,-1,-1,-3,4,521,-69,8224,-47,-33,-5,-3624,-480
142021,5,1,4,1,1,519,21,8231,-46,-33,-7,-3607,146
142042,-2,4,-3,-2,4,481,2,8231,-44,-31,-7,-3344,13
142054,1,0,4,0,-3,493,-26,8147,-45,-35,-8,-3462,-182
142066,-1,-1,4,-1,-1,442,26,8154,-46,-34,-6,-3102,182
142087,1,-4,-1,1,-2,483,-19,8154,-48,-32,-9,-3389,-133
142099,-2,-2,0,-1,2,524,19,8178,-46,-31,-3,-3666,133
142111,-1,4,-1,2,-1,500,-9,8171,-43,-32,-4,-3501,-63
142132,3,-2,1,0,2,565,35,8204,-44,-32,-7,-3939,244
142144,12,-1,2,5,2,565,28,8226,-49,-30,-8,-3929,195
142156,3,4,-4,2,2,543,19,8224,-47,-31,-4,-3777,132
142177,8,4,8,1,6,541,4,8200,-45,-32,-10,-3774,27
142189,-1,-3,-3,0,1,565,-31,8145,-47,-30,-14,-3968,-218
142201,-3,4,7,5,2,567,0,8195,-47,-31,-6,-3957,0
142222,7,2,1,1,-9,538,11,8271,-48,-30,-11,-3721,76
142234,4,-1,4,1,4,507,35,8152,-47,-33,-7,-3558,245
142246,2,6,-1,5,1,526,-21,8257,-45,-29,-6,-3645,-145
142267,-3,4,0,2,-3,450,9,8231,-48,-31,-8,-3129,62
142279,0,4,0,-1,3,483,2,8185,-48,-30,-6,-3377,14
142291,4,3,3,0,4,464,21,8197,-45,-34,-10,-3239,146
142312,8,3,8,8,2,486,-21,8219,-50,-31,-7,-3384,-146
142324,4,4,3,1,-1,421,-55,8173,-47,-30,-5,-2948,-385
142336,2,10,0,2,-1,452,21,8135,-47,-34,-8,-3180,147
142357,0,-1,0,-3,-2,507,7,8183,-45,-33,-4,-3545,49
142369,2,-1,-3,1,-1,529,-23,8350,-47,-31,-9,-3625,-157
142381,-1,5,-2,4,6,541,-2,8231,-46,-33,-8,-3760,-13
142402,8,0,3,1,3,526,-45,8178,-46,-33,-6,-3680,-315
142414,4,3,8,-1,0,612,-28,8118,-47,-31,-4,-4311,-197
142426,-2,1,-2,4,5,545,-7,8264,-44,-36,-5,-3773,-48
142447,5,-1,5,8,2,560,-59,8178,-48,-35,-7,-3917,-413
142459,1,4,-1,1,6,486,-21,8226,-44,-33,-7,-3381,-146
142471,5,4,-5,4,1,567,-33,8183,-46,-30,-4,-3963,-231
142492,4,-2,8,7,2,490,14,8192,-47,-33,-5,-3423,97
142504,2,-1,1,3,-3,505,0,8190,-47,-32,-12,-3528,0
142516,4,3,1,1,0,454,52,8145,-46,-30,-7,-3190,365
142537,2,-1,-2,-5,-4,469,14,8190,-45,-31,-5,-3277,97
142549,3,-2,4,1,1,486,-14,8159,-47,-31,-8,-3408,-98
142561,0,2,3,2,1,471,45,8259,-49,-35,-9,-3263,312
142582,1,1,-1,0,8,560,23,8257,-49,-31,-12,-3879,159
142594,4,-1,0,4,-1,502,55,8178,-48,-34,-8,-3512,385
142606,2,-1,5,-1,3,629,23,8180,-44,-28,-8,-4397,161
142627,-1,-9,-1,1,0,476,-52,8281,-47,-32,-8,-3289,-359
142639,2,-1,5,1,8,531,-2,8288,-49,-31,-7,-3665,-13
142651,3,3,6,1,2,533,28,8078,-46,-32,-8,-3774,198
142672,-1,-1,-1,0,-3,502,19,8221,-45,-32,-9,-3494,132
142684,-5,6,8,-1,-3,490,74,8176,-48,-34,-6,-3429,518
142696,-1,1,-3,2,2,476,-55,8204,-45,-33,-8,-3320,-384
142717,-3,0,2,2,2,452,-4,8188,-46,-31,-9,-3159,-27
142729,11,-1,1,0,-1,488,33,8307,-45,-31,-6,-3361,227
142741,1,0,1,4,0,481,-55,8269,-48,-31,-10,-3329,-381
142762,2,2,-1,-5,1,548,-35,8109,-47,-32,-9,-3866,-247
142774,-2,0,1,4,0,545,59,8176,-50,-32,-10,-3813,413
142786,8,4,0,4,-1,502,4,8209,-45,-34,-7,-3499,27
142807,6,1,2,-3,2,462,2,8219,-49,-31,-8,-3217,13
142819,-1,3,-4,1,-1,524,45,8123,-48,-32,-3,-3690,317
142831,-3,4,3,2,-3,524,2,8236,-45,-34,-7,-3640,13
142852,-2,1,4,-1,2,514,-23,8233,-47,-31,-8,-3572,-160
142864,1,0,3,-1,-1,577,-26,8188,-48,-31,-3,-4030,-181
